Date,Open,High,Low,Close,Volume,Adj Close
2010-02-01,16339.320312,16422.400391,16160.799805,16356.030272999998,20000,16356.030272999998
2010-02-02,16368.44043,16525.980469,16129.110352000002,16163.44043,20600,16163.44043
2010-02-03,16210.25,16552.990234,16210.25,16496.050781,16400,16496.050781
2010-02-04,16500.289062,16508.220703,16188.799805,16224.950195,15800,16224.950195
2010-02-05,16222.55957,16222.55957,15725.429688,15790.929688,23000,15790.929688
2010-02-08,15931.339844,16061.410156,15651.990234,15935.610352000002,26600,15935.610352000002
2010-02-09,15940.730469,16094.129883000001,15862.900391,16042.179688,21200,16042.179688
2010-02-10,16042.179688,16141.129883000001,15892.009766,15922.169922,19800,15922.169922
2010-02-11,15928.280272999998,16202.870116999999,15928.280272999998,16152.589844,14400,16152.589844
2010-02-15,16186.900391,16227.040038999998,16011.820312,16038.349609,17000,16038.349609
2010-02-16,16042.179688,16310.389647999998,16021.290038999998,16226.679688,20600,16226.679688
2010-02-17,16228.910156,16480.890625,16228.910156,16428.910156,19600,16428.910156
2010-02-18,16421.199219,16452.509766,16287.169922,16327.839844,14000,16327.839844
2010-02-19,16256.530272999998,16301.94043,16074.580078,16191.629883000001,19400,16191.629883000001
2010-02-22,16191.320312,16423.230469,16191.320312,16237.049805,14000,16237.049805
2010-02-23,16213.139647999998,16324.929688,16178.910156,16286.320312,13400,16286.320312
2010-02-24,16218.679688,16328.44043,16187.44043,16255.969727000002,12400,16255.969727000002
2010-02-25,16264.099609,16329.330078,16167.129883000001,16254.200195,12200,16254.200195
2010-02-26,16255.330078,16669.25,16249.669922,16429.550781,31000,16429.550781
2010-03-02,16438.449219,16808.490234,16438.449219,16772.560547,22400,16772.560547
2010-03-03,16778.289062,17012.609375,16778.289062,17000.009766,20000,17000.009766
2010-03-04,17013.679688,17024.960938,16888.050781,16971.699219,19000,16971.699219
2010-03-05,16988.289062,17097.710938,16936.119141,16994.490234,19600,16994.490234
2010-03-08,17034.919922,17187.550781,17034.919922,17102.599609,15200,17102.599609
2010-03-09,17089.220703,17130.830078,17031.210938,17052.539062,56600,17052.539062
2010-03-10,17072.939453,17183.509766,17027.919922,17098.330078,16800,17098.330078
2010-03-11,17087.630859,17215.070312,17054.279297,17167.960938,11400,17167.960938
2010-03-12,17176.019531,17244.539062,17126.929688,17166.619141,24000,17166.619141
2010-03-15,17166.970703,17195.490234,17061.140625,17164.990234,14200,17164.990234
2010-03-16,17169.839844,17416.550781,17150.060547,17383.179688,12400,17383.179688
2010-03-17,17389.470703,17576.779297,17389.470703,17490.080078,16800,17490.080078
2010-03-18,17492.810547,17548.130859,17417.609375,17519.259766,13600,17519.259766
2010-03-19,17531.470703,17600.869141,17502.140625,17578.230469,13800,17578.230469
2010-03-22,17481.960938,17559.179688,17337.380859,17410.570312,12200,17410.570312
2010-03-23,17422.509766,17530.789062,17356.640625,17451.019531,12600,17451.019531
2010-03-25,17458.509766,17575.230469,17383.210938,17558.849609,13800,17558.849609
2010-03-26,17558.849609,17682.939453,17558.849609,17644.759766,13000,17644.759766
2010-03-29,17639.179688,17793.009766,17639.179688,17711.349609,14800,17711.349609
2010-03-30,17703.669922,17783.349609,17558.220703,17590.169922,12600,17590.169922
2010-03-31,17602.390625,17699.5,17488.550781,17527.769531,13600,17527.769531
2010-04-01,17555.039062,17706.560547,17555.039062,17692.619141,13000,17692.619141
2010-04-05,17693.660156,17948.539062,17693.660156,17935.679688,12800,17935.679688
2010-04-06,17940.320312,17991.410156,17898.0,17941.369141,12400,17941.369141
2010-04-07,17915.599609,18047.859375,17878.310547,17970.019531,13200,17970.019531
2010-04-08,17950.560547,17960.910156,17679.339844,17714.400391,11800,17714.400391
2010-04-09,17715.160156,17971.470703,17715.160156,17933.140625,12200,17933.140625
2010-04-12,17874.160156,17995.25,17816.189453,17853.0,9800,17853.0
2010-04-13,17831.380859,17892.779297,17736.089844,17821.960938,12800,17821.960938
2010-04-15,17804.550781,17975.570312,17619.019531,17639.259766,12600,17639.259766
2010-04-16,17645.910156,17663.990234,17529.550781,17591.179688,11600,17591.179688
