Date,Open,High,Low,Close,Volume,Adj Close
2015-02-02,8802.5,8840.799805,8751.099609,8797.400391,210100,8797.400391
2015-02-03,8823.150391,8837.299805,8726.650391,8756.549805,0,8756.549805
2015-02-04,8789.150391,8792.849609,8704.400391,8723.700195,195300,8723.700195
2015-02-05,8733.099609,8838.450195,8683.650391,8711.700195,173600,8711.700195
2015-02-06,8696.849609,8726.200195,8645.549805,8661.049805,171300,8661.049805
2015-02-09,8584.400391,8605.549805,8516.349609,8526.349609,146800,8526.349609
2015-02-10,8478.099609,8646.25,8470.5,8565.549805,196200,8565.549805
2015-02-11,8603.299805,8651.950195,8593.650391,8627.400391,161600,8627.400391
2015-02-12,8676.950195,8732.549805,8599.25,8711.549805,158800,8711.549805
2015-02-13,8741.5,8822.099609,8729.650391,8805.5,221900,8805.5
2015-02-16,8831.400391,8870.099609,8793.400391,8809.349609,136400,8809.349609
2015-02-18,8811.549805,8894.299805,8808.900391,8869.099609,147600,8869.099609
2015-02-19,8883.049805,8913.450195,8794.450195,8895.299805,213300,8895.299805
2015-02-20,8895.5,8899.950195,8816.299805,8833.599609,197600,8833.599609
2015-02-23,8856.849609,8869.0,8736.099609,8754.950195,139600,8754.950195
2015-02-24,8772.900391,8800.5,8726.75,8762.099609,149800,8762.099609
2015-02-25,8801.900391,8840.650391,8751.400391,8767.25,135200,8767.25
2015-02-26,8779.0,8786.049805,8669.450195,8683.849609,217500,8683.849609
2015-02-27,8729.5,8856.950195,8717.450195,8844.599609,249500,8844.599609
2015-03-02,8953.849609,8972.349609,8885.450195,8956.75,218100,8956.75
2015-03-03,8962.849609,9008.400391,8925.549805,8996.25,177800,8996.25
2015-03-04,9109.150391,9119.200195,8893.950195,8922.650391,248400,8922.650391
2015-03-05,8929.400391,8957.549805,8849.349609,8937.75,160100,8937.75
2015-03-09,8891.150391,8891.299805,8740.450195,8756.75,155500,8756.75
2015-03-10,8769.75,8778.0,8677.349609,8712.049805,163800,8712.049805
2015-03-11,8728.75,8755.599609,8682.349609,8699.950195,172800,8699.950195
2015-03-12,8740.650391,8787.200195,8732.900391,8776.0,173900,8776.0
2015-03-13,8844.049805,8849.75,8631.75,8647.75,179200,8647.75
2015-03-16,8656.75,8663.549805,8612.0,8633.150391,163300,8633.150391
2015-03-17,8689.099609,8742.549805,8630.799805,8723.299805,177000,8723.299805
2015-03-18,8742.900391,8747.25,8664.0,8685.900391,156400,8685.900391
2015-03-19,8749.450195,8788.200195,8614.650391,8634.650391,163500,8634.650391
2015-03-20,8627.900391,8627.900391,8553.0,8570.900391,174600,8570.900391
2015-03-23,8591.549805,8608.349609,8540.549805,8550.900391,150700,8550.900391
2015-03-24,8537.049805,8627.75,8535.849609,8542.950195,156700,8542.950195
2015-03-25,8568.900391,8573.75,8516.549805,8530.799805,161000,8530.799805
2015-03-26,8474.950195,8499.450195,8325.349609,8342.150391,280100,8342.150391
2015-03-27,8396.0,8413.200195,8269.150391,8341.400391,193000,8341.400391
2015-03-30,8390.950195,8492.299805,8380.75,8492.299805,134700,8492.299805
2015-03-31,8527.599609,8550.450195,8454.150391,8491.0,167200,8491.0
2015-04-01,8483.700195,8603.400391,8464.75,8586.25,125500,8586.25
2015-04-06,8615.799805,8667.549805,8573.75,8659.900391,146900,8659.900391
2015-04-07,8684.450195,8693.599609,8586.849609,8660.299805,148700,8660.299805
2015-04-08,8698.950195,8730.5,8679.799805,8714.400391,148200,8714.400391
2015-04-09,8756.200195,8785.5,8682.450195,8778.299805,152700,8778.299805
2015-04-10,8774.349609,8787.400391,8733.599609,8780.349609,139000,8780.349609
2015-04-13,8801.75,8841.650391,8762.099609,8834.0,121600,8834.0
2015-04-16,8757.049805,8760.0,8645.650391,8706.700195,142900,8706.700195
2015-04-17,8698.049805,8699.849609,8596.700195,8606.0,150400,8606.0
2015-04-20,8618.799805,8619.950195,8422.75,8448.099609,148900,8448.099609
2015-04-21,8416.099609,8469.349609,8352.700195,8377.75,407800,8377.75
2015-04-22,8400.400391,8449.950195,8284.700195,8429.700195,171800,8429.700195
2015-04-23,8478.200195,8504.950195,8361.849609,8398.299805,156000,8398.299805
2015-04-24,8405.700195,8413.299805,8273.349609,8305.25,173600,8305.25
2015-04-27,8330.549805,8334.450195,8202.349609,8213.799805,171500,8213.799805
2015-04-28,8215.549805,8308.0,8185.149901999999,8285.599609,174600,8285.599609
2015-04-29,8274.799805,8308.200195,8219.200195,8239.75,160400,8239.75
2015-04-30,8224.5,8229.400391,8144.75,8181.5,267700,8181.5
2015-05-04,8230.049805,8346.0,8220.450195,8331.950195,131700,8331.950195
2015-05-05,8338.400391,8355.650391,8280.599609,8324.799805,155500,8324.799805
2015-05-06,8316.599609,8331.950195,8083.0,8097.0,209600,8097.0
2015-05-07,8077.0,8122.600098000001,7997.149901999999,8057.299805,161600,8057.299805
2015-05-08,8131.5,8224.950195,8123.450195,8191.5,183100,8191.5
