Date,Open_nse,High_nse,Low_nse,Close_nse,Volume_nse,Adj Close_nse,Daily Return_nse,MA_5_nse,MA_10_nse,MA_15_nse,MA_20_nse,EMA_5_nse,EMA_10_nse,EMA_15_nse,EMA_20_nse,Open_dji,High_dji,Low_dji,Close_dji,Volume_dji,Adj Close_dji,Daily Return_dji,MA_5_dji,MA_10_dji,MA_15_dji,MA_20_dji,EMA_5_dji,EMA_10_dji,EMA_15_dji,EMA_20_dji,Open_ftse,High_ftse,Low_ftse,Close_ftse,Volume_ftse,Adj Close_ftse,Daily Return_ftse,MA_5_ftse,MA_10_ftse,MA_15_ftse,MA_20_ftse,EMA_5_ftse,EMA_10_ftse,EMA_15_ftse,EMA_20_ftse,Open_aus,High_aus,Low_aus,Close_aus,Volume_aus,Adj Close_aus,Daily Return_aus,MA_5_aus,MA_10_aus,MA_15_aus,MA_20_aus,EMA_5_aus,EMA_10_aus,EMA_15_aus,EMA_20_aus,Open_hsi,High_hsi,Low_hsi,Close_hsi,Volume_hsi,Adj Close_hsi,Daily Return_hsi,MA_5_hsi,MA_10_hsi,MA_15_hsi,MA_20_hsi,EMA_5_hsi,EMA_10_hsi,EMA_15_hsi,EMA_20_hsi,Open_nikkei,High_nikkei,Low_nikkei,Close_nikkei,Volume_nikkei,Adj Close_nikkei,Daily Return_nikkei,MA_5_nikkei,MA_10_nikkei,MA_15_nikkei,MA_20_nikkei,EMA_5_nikkei,EMA_10_nikkei,EMA_15_nikkei,EMA_20_nikkei,Open_nasdaq,High_nasdaq,Low_nasdaq,Close_nasdaq,Volume_nasdaq,Adj Close_nasdaq,Daily Return_nasdaq,MA_5_nasdaq,MA_10_nasdaq,MA_15_nasdaq,MA_20_nasdaq,EMA_5_nasdaq,EMA_10_nasdaq,EMA_15_nasdaq,EMA_20_nasdaq,Open_sanghai,High_sanghai,Low_sanghai,Close_sanghai,Volume_sanghai,Adj Close_sanghai,Daily Return_sanghai,MA_5_sanghai,MA_10_sanghai,MA_15_sanghai,MA_20_sanghai,EMA_5_sanghai,EMA_10_sanghai,EMA_15_sanghai,EMA_20_sanghai
2014-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6749.100098000001,6749.100098000001,6749.100098000001,6749.100098000001,0.0,6749.100098000001,,,,,,6749.100098000001,6749.100098000001,6749.100098000001,6749.100098000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-01-02,6301.25,6358.299805,6211.299805,6221.149902,158100.0,6221.149902,,,,,,6221.149902,6221.149902,6221.149902,6221.149902,16572.169922,16573.070312,16416.490234,16441.349609,80960000.0,16441.349609,,,,,,16441.349609,16441.349609,16441.349609,16441.349609,6749.100098000001,6759.399901999999,6707.5,6717.899901999999,459529100.0,6717.899901999999,-0.004622867574485601,,,,,6730.379980399999,6731.9399902000005,6732.459993466667,6732.719995100001,5352.200195,5383.399902,5352.200195,5367.899902,279295800.0,5367.899902,,,,,,5367.899902,5367.899902,5367.899902,5367.899902,23452.759766,23469.330078,23173.929688,23340.050781,1042215400.0,23340.050781,,,,,,23340.050781,23340.050781,23340.050781,23340.050781,,,,,,,,,,,,,,,,4160.029785,4160.959961,4131.790039,4143.069824,1738820000.0,4143.069824,,,,,,4143.069824,4143.069824,4143.069824,4143.069824,2109.39,2109.39,2109.39,2109.39,0.0,2109.39,,,,,,2109.39,2109.39,2109.39,2109.39
2014-01-03,6194.549805,6221.700195,6171.25,6211.149902,139000.0,6211.149902,-0.0016074198753489588,,,,,6215.149902000001,6215.649901999999,6215.816568666667,6215.899902000001,16456.890625,16518.740234,16439.300781,16469.990234,72770000.0,16469.990234,0.0017419874694668547,,,,,16458.533984,16457.10195275,16456.624609000002,16456.385937125,6717.899901999999,6747.299805,6699.299805,6730.700195,374841500.0,6730.700195,0.0019054009715433473,,,,,6730.531660999999,6731.441600767443,6731.793560911243,6731.978336611992,5367.899902,5367.899902,5325.799805,5350.100098,314718600.0,5350.100098,-0.0033159716695477792,,,,,5357.2200196,5358.110009800001,5358.4066732,5358.5550049,23097.980469,23097.980469,22782.419922,22817.279297,1994801200.0,22817.279297,-0.022398043984787064,,,,,23026.3878906,23052.5264648,23061.23932286667,23065.595751900004,,,,,,,,,,,,,,,,4148.560059,4152.959961,4124.959961,4131.910156,1667480000.0,4131.910156,-0.002693574685938005,,,,,4136.3740232,4136.9320066,4137.118001066667,4137.210998300001,2083.14,2083.14,2083.14,2083.14,0.0,2083.14,-0.0124443559512466,,,,,2093.64,2094.9525,2095.39,2095.60875
2014-01-06,6220.850098,6224.700195,6170.25,6191.450195,118300.0,6191.450195,-0.0031716682596335533,,,,,6203.923725,6205.921780581395,6206.589066213018,6206.922116165696,16474.039062,16532.990234,16405.519531,16425.099609,89380000.0,16425.099609,-0.002725601191148841,,,,,16442.696648473684,16444.237223202657,16444.68614746154,16444.897784999168,6730.700195,6752.0,6714.600098000001,6730.700195,524387000.0,6730.700195,0.0,,,,,6730.601667430769,6731.197340600001,6731.463293450148,6731.609356890401,5350.100098,5362.0,5317.399902,5324.899902,345323100.0,5324.899902,-0.0047102288814036,,,,,5341.9104902105255,5344.759767129569,5345.717718426036,5346.197052877602,22732.830078,22757.449219,22567.769531,22684.150391,1650597100.0,22684.150391,-0.00583456529883053,,,,,22864.27539078947,22904.441730813953,22918.436413757398,22925.53130214405,16147.540038999998,16164.009766,15864.44043,15908.879883000001,192700.0,15908.879883000001,,,,,,15908.879883000001,15908.879883000001,15908.879883000001,15908.879883000001,4137.029785,4139.779785,4103.75,4113.680176,2292840000.0,4113.680176,-0.004411998158655006,,,,,4125.624306105263,4127.584925196013,4128.242138319526,4128.5706214188185,2045.71,2045.71,2045.71,2045.71,0.0,2045.71,-0.01796806743665802,,,,,2070.9363157894736,2075.1573421926905,2076.5762721893493,2077.286228143214
2014-01-07,6203.899902,6221.5,6144.75,6162.25,138600.0,6162.25,-0.004716212531852615,,,,,6186.61310076923,6191.533874652228,6193.195790755162,6194.025966919732,16429.019531,16562.320312,16429.019531,16530.939453,81270000.0,16530.939453,0.006443787040536719,,,,,16479.351351892306,16472.801744950248,16470.740243293807,16469.736684230953,6730.700195,6768.899901999999,6718.100098000001,6755.5,672375600.0,6755.5,0.003684580248934921,6736.780078000001,,,,6740.1597950995265,6738.1739731420175,6737.63172588096,6737.388300153653,5324.899902,5346.299805,5314.299805,5317.0,499191400.0,5317.0,-0.0014835775592764167,,,,,5331.563055815384,5335.614160681684,5337.043103774633,5337.768315137594,22689.25,22802.849609,22644.580078,22712.779297,1733385800.0,22712.779297,0.0012620664872404763,,,,,22801.346244138458,22841.297498287622,22856.31461801711,22864.11308769146,15835.410156,15935.370116999999,15784.25,15814.370116999999,165900.0,15814.370116999999,-0.00594069266315822,,,,,15852.174023399999,15856.8995117,15858.474674466668,15859.26225585,4128.569824,4158.180176,4126.47998,4153.180176,2278220000.0,4153.180176,0.00960210767731784,,,,,4137.070590523077,4136.017419953465,4135.775044096755,4135.675019329552,2047.32,2047.32,2047.32,2047.32,0.0,2047.32,0.0007870128219542583,,,,,2061.1264615384616,2065.9861782178214,2067.7389793510324,2068.6354413965087
2014-01-08,6178.049805,6192.100098,6160.350098,6174.600098,146900.0,6174.600098,0.0020041540021906723,6192.120019399999,,,,6182.001474113743,6186.672647931865,6188.423661344402,6189.327014538605,16527.660156,16528.880859,16416.689453,16462.740234,103260000.0,16462.740234,-0.004125550105237408,16466.0238278,,,,16472.974572037914,16469.913358804435,16468.687236711048,16468.044302458584,6755.5,6755.5,6713.399901999999,6721.799805,720025300.0,6721.799805,-0.004988556731552074,6731.3200194,,,,6733.450806236091,6733.921036081991,6734.041425985273,6734.099839718206,5317.0,5353.0,5303.700195,5316.0,501838300.0,5316.0,-0.0001880759826969891,5335.1799804,,,,5325.588612587678,5329.983468606224,5331.6429062268035,5332.502744950151,22834.810547,23031.189453,22778.830078,22996.589844,2201299800.0,22996.589844,0.012495632669555556,22910.169922,,,,22876.29757868246,22885.87770717715,22892.312821489693,22896.15808768977,15943.679688,16121.450195,15906.570312,16121.450195,206700.0,16121.450195,0.01941778747608147,,,,,15979.725894157893,15963.247128574749,15958.06303727219,15955.536095288093,4154.279785,4171.75,4145.0,4165.609863000001,2345220000.0,4165.609863000001,0.0029928118870998777,4141.490039,,,,4148.026424981043,4144.512605511481,4143.431420152622,4142.9160032734435,2044.34,2044.34,2044.34,2044.34,0.0,2044.34,-0.0014555614168767494,2065.98,,,,2054.6823696682463,2059.772149173545,2061.734203997243,2062.7585808724116
2014-01-09,6181.700195,6188.049805,6148.25,6168.350098,150100.0,6168.350098,-0.001012211301267052,6181.560058599999,,,,6177.013076526316,6181.913648820365,6183.871458682238,6184.901843320026,16471.410156,16525.349609,16378.610352000002,16444.759766,83990000.0,16444.759766,-0.001092191685249766,16466.705859200003,,,,16462.66450005714,16463.380101902287,16463.261060301764,16463.132328842974,6721.799805,6746.399901999999,6679.299805,6691.299805,782896500.0,6691.299805,-0.004537475212711972,6726.000000000002,,,,6718.527018037397,6723.65103152726,6725.2440168184385,6726.007412531334,5316.0,5324.399902,5295.399902,5324.399902,459116400.0,5324.399902,0.0015801170052671676,5326.4799804,,,,5325.154241651128,5328.533223492043,5330.000366606029,5330.793415204492,22925.230469,23044.970703,22709.029297,22787.330078,1710496000.0,22787.330078,-0.00909959987196085,22799.625781400002,,,,22843.787649861653,22860.28148386552,22868.50525348616,22873.20034862607,16002.879883000001,16004.55957,15838.44043,15880.330078,217400.0,15880.330078,-0.014956478113537286,,,,,15938.438401292307,15935.929654734406,15934.582638955162,15933.825280883324,4179.040039,4182.740234000001,4142.700195,4156.189941,2214770000.0,4156.189941,-0.0022613548339394107,4144.114062400001,,,,4151.009484218046,4147.545612894252,4146.324746642306,4145.716197814747,2027.62,2027.62,2027.62,2027.62,0.0,2027.62,-0.00817867869336808,2049.626,,,,2044.7934135338348,2051.421125439473,2053.9979208277105,2055.345945347446
2014-01-10,6178.850098,6239.100098,6139.600098,6171.450195,159900.0,6171.450195,0.0005025812333521174,6173.620117199999,,,,6175.043508467704,6179.392376776706,6181.314818656362,6182.358469575357,16453.619141,16487.650391,16379.019531,16437.050781,85190000.0,16437.050781,-0.0004687806395284877,16460.117968600003,,,,16453.595825364257,16457.035793239098,16457.86625902658,16458.20095371139,6691.299805,6769.899901999999,6691.299805,6739.899901999999,811611800.0,6739.899901999999,0.0072631773222422424,6727.839941400001,,,,6725.9405782636,6727.347727867545,6728.035013972131,6728.408799142834,5324.399902,5324.399902,5306.299805,5312.399902,470881200.0,5312.399902,-0.0022537751147302387,5318.9399412,,,,5320.638499249151,5324.645741103572,5326.377703611592,5327.3156571302725,22735.929688,22932.210938,22726.839844,22846.25,1495208000.0,22846.25,0.002585643943293192,22805.419922,,,,22844.65945814279,22856.900459912194,22863.92450604336,22868.104704770798,15785.150391,15922.139647999998,15754.700195,15912.05957,237500.0,15912.05957,0.001998037310569245,15927.417968599999,,,,15928.311930511847,15929.07720261393,15928.802644566316,15928.560340642829,4168.939941,4174.680176,4142.209961,4174.669922,2143070000.0,4174.669922,0.004446375469441044,4152.666015600002,,,,4159.386589192813,4154.081481779037,4152.1589686436955,4151.190630401089,2013.3,2013.3,2013.3,2013.3,0.0,2013.3,-0.007062467326224842,2035.6580000000001,,,,2033.6430014570183,2042.2354655709978,2045.6211617458735,2047.3960977955078
2014-01-13,6189.549805,6288.200195,6189.549805,6272.75,135000.0,6272.75,0.016414262742016517,6189.8800782,,,,6208.934721311658,6200.631685975842,6198.727300244203,6197.983099807716,16434.029297,16453.130859,16240.599609,16257.94043,111680000.0,16257.94043,-0.010896745005316899,16426.6861328,,,,16385.729314712135,16411.740638607374,16419.793333860325,16423.584915920797,6739.899901999999,6765.600098000001,6731.0,6757.200195,598026900.0,6757.200195,0.0025668471715534213,6733.139941400002,,,,6736.63873409311,6733.842580050359,6733.247980722053,6733.027079821385,5312.399902,5318.0,5288.100098,5292.100098,394518800.0,5292.100098,-0.003821211575649186,5312.3799804,,,,5310.739453486757,5317.241450451183,5319.8500392288415,5321.228470783815,23046.410156,23067.330078,22762.240234,22888.759766,1247407800.0,22888.759766,0.001860688997100235,22846.341797,,,,22859.95642456368,22864.14860558585,22868.654014973836,22871.675035891607,15912.05957,15912.05957,15912.05957,15912.05957,0.0,15912.05957,0.0,15928.053905999997,,,,15922.373098024062,15924.657135604113,15925.005716870624,15925.079431749542,4167.410156,4179.470215,4097.990234000001,4113.299805,2322240000.0,4113.299805,-0.014700591459120504,4152.589941400001,,,,4143.400578561618,4144.8034537737885,4144.758814113222,4144.641010837069,2009.56,2009.56,2009.56,2009.56,0.0,2009.56,-0.0018576466497789434,2028.4279999999999,,,,2025.2893893735131,2034.8016396816197,2038.7538454053902,2040.855938173108
2014-01-14,6260.25,6280.350098,6234.149902,6241.850098,110200.0,6241.850098,-0.004926053485313497,6205.8000978,,,,6220.1995372551255,6209.599370024179,6206.435042934014,6205.019580816922,16261.990234,16373.919922,16260.830078,16373.860352000002,98610000.0,16373.860352000002,0.007130049620928558,16395.270312600005,,,,16381.66733232445,16403.499213834475,16411.58330056981,16415.608852726637,6757.200195,6772.600098000001,6694.100098,6766.899901999999,568346600.0,6766.899901999999,0.001435462428237111,6735.419921800001,6736.0999999000005,,,6746.903802045049,6740.786474323966,6738.95615109025,6738.128033339097,5292.100098,5292.100098,5207.5,5212.0,604656400.0,5212.0,-0.015135786647397564,5291.3799804,,,,5276.947290619582,5294.34459368043,5300.572988695862,5303.707689968909,22637.550781,22883.0,22637.550781,22791.279297,1165354600.0,22791.279297,-0.004258879467327059,22862.041797,,,,22836.452661904183,22848.294794045618,22854.824104859556,22858.779166257398,15657.200195,15661.709961000002,15383.69043,15422.400391,214500.0,15422.400391,-0.030772834707279872,15849.6599608,,,,15745.35507790724,15803.633436293181,15821.555623046674,15830.03526736007,4129.600098,4183.839844,4125.810059,4183.02002,2034180000.0,4183.02002,0.01694994731851307,4158.557910200002,,,,4156.959764586199,4153.118041223886,4151.597598823973,4150.797191571009,2026.84,2026.84,2026.84,2026.84,0.0,2026.84,0.008598897271044459,2024.3319999999999,,,,2025.8200636377865,2033.0694654986446,2036.6243719108604,2038.6077131555453
